Pregunta ID,Pregunta,Modelo,Respuesta,Tiempo,Similitud Promedio
4,Como hago una aclaración de mi datos escolares de SUBES,LLaMA 3,"Para hacer una aclaración de tus datos escolares en SUBES, debes enviar un correo electrónico desde tu cuenta institucional a la dirección uvbecaexterna@uv.mx con el siguiente contenido:

Asunto: Aclaración datos escolares Nombre Completo CURP Matrícula Programa Educativo (Carrera) Región Sistema/Modalidad (Escolarizado, Abierto, Virtual, Mixto, A Distancia)

Además, debes adjuntar el Kardex actualizado para la revisión del promedio o semestre.",18.18,0.4235145406213461
5,Cual es el costo y forma de pago de mi certificado de estudios,TinyLLaMA,"Las personas que han realizado estudios parcialemente pueden solicitar un certificado de estudios según su experiencia educativa o por período escolar. El costo de este certificado es
400.00
e
n
c
u
a
l
q
u
i
e
r
c
a
j
a
d
e
l
a
U
n
i
v
e
r
s
i
d
a
d
V
e
r
a
c
r
u
z
a
n
a
(
a
r
a
n
c
e
l
)
o
d
e
p
o
ˊ
s
i
t
o
b
a
n
c
a
r
i
o
m
e
d
i
a
n
t
e
h
o
j
a
s
d
e
a
y
u
d
a
p
r
o
p
o
r
c
i
o
n
a
d
a
s
p
o
r
l
a
S
e
c
r
e
t
a
r
ı
ˊ
a
A
c
a
d
e
ˊ
m
i
c
a
R
e
g
i
o
n
a
l
d
e
l
a
s
V
i
c
e
−
R
e
c
t
o
r
ı
ˊ
a
s
(
c
o
m
p
r
o
b
a
n
t
e
d
e
t
r
a
n
s
f
e
r
e
n
c
i
a
)
.
A
d
e
m
a
ˊ
s
,
e
l
c
e
r
t
i
f
i
c
a
d
o
p
o
s
e
e
d
o
s
d
ı
ˊ
a
s
y
h
o
r
a
r
i
o
d
e
a
t
e
n
c
i
o
ˊ
n
:
l
o
s
l
u
n
e
s
a
v
i
e
r
n
e
s
d
e
s
d
e
9
:
00
a
21
:
00
h
r
s
.
S
i
s
u
s
e
x
p
e
r
i
e
n
c
i
a
s
e
d
u
c
a
t
i
v
a
s
o
p
e
r
ı
ˊ
o
d
o
s
e
s
c
o
l
a
r
e
s
s
e
h
a
n
l
l
e
v
a
d
o
a
c
a
b
o
d
e
n
t
r
o
d
e
l
p
a
q
u
e
t
i
t
o
d
e
t
i
t
u
l
a
c
i
o
ˊ
n
,
s
e
s
o
l
i
c
i
t
a
e
n
e
l
m
i
s
m
o
d
ı
ˊ
a
q
u
e
t
r
a
t
e
d
e
r
e
a
l
i
z
a
r
u
n
t
ı
ˊ
t
u
l
o
,
d
i
p
l
o
m
a
o
g
r
a
d
o
a
c
a
d
e
ˊ
m
i
c
o
,
e
n
l
o
s
c
a
s
o
s
d
e
t
r
a
m
i
t
e
d
e
s
d
e
e
l
p
a
q
u
e
t
e
t
d
e
t
i
t
u
l
a
c
i
o
ˊ
n
.
T
a
m
b
i
e
ˊ
n
d
e
b
e
n
c
u
m
p
l
i
r
c
o
n
l
o
s
r
e
q
u
i
s
i
t
o
s
m
e
n
c
i
o
n
a
d
o
s
p
o
r
l
a
E
n
t
i
d
a
d
A
c
a
d
e
ˊ
m
i
c
a
(
f
i
c
h
a
d
e
d
e
p
o
ˊ
s
i
t
o
)
o
e
l
P
o
r
t
a
l
M
i
P
a
G
o
(
c
o
m
p
r
o
b
a
n
t
e
d
e
t
r
a
n
s
f
e
r
e
n
c
i
a
)
.
A
d
e
m
a
ˊ
s
,
l
a
s
p
e
r
s
o
n
a
s
q
u
e
s
e
h
a
y
a
r
e
a
l
i
z
a
d
o
s
u
e
s
t
u
d
i
o
e
n
u
n
p
r
o
g
r
a
m
a
e
d
u
c
a
t
i
v
o
d
e
t
e
r
m
i
n
a
d
o
,
p
u
e
d
e
n
s
o
l
i
c
i
t
a
r
e
l
c
e
r
t
i
f
i
c
a
d
o
a
p
a
r
t
i
r
d
e
l
T
r
a
ˊ
m
i
t
e
d
e
t
ı
ˊ
t
u
l
o
,
d
i
p
l
o
m
a
o
g
r
a
d
o
a
c
a
d
e
ˊ
m
i
c
o
.
E
l
c
o
s
t
o
d
e
e
s
t
e
c
e
r
t
i
f
i
c
a
d
o
e
s
400.00encualquiercajadelaUniversidadVeracruzana(arancel)odep 
o
ˊ
 sitobancariomediantehojasdeayudaproporcionadasporlaSecretar 
ı
ˊ
 aAcad 
e
ˊ
 micaRegionaldelasVice−Rector 
ı
ˊ
 as(comprobantedetransferencia).Adem 
a
ˊ
 s,elcertificadoposeedosd 
ı
ˊ
 asyhorariodeatenci 
o
ˊ
 n:loslunesaviernesdesde9:00a21:00hrs.Sisusexperienciaseducativasoper 
ı
ˊ
 odosescolaressehanllevadoacabodentrodelpaquetitodetitulaci 
o
ˊ
 n,sesolicitaenelmismod 
ı
ˊ
 aquetratederealizarunt 
ı
ˊ
 tulo,diplomaogradoacad 
e
ˊ
 mico,enloscasosdetramitedesdeelpaquetetdetitulaci 
o
ˊ
 n.Tambi 
e
ˊ
 ndebencumplirconlosrequisitosmencionadosporlaEntidadAcad 
e
ˊ
 mica(fichadedep 
o
ˊ
 sito)oelPortalMiPaGo(comprobantedetransferencia).Adem 
a
ˊ
 s,laspersonasquesehayarealizadosuestudioenunprogramaeducativodeterminado,puedensolicitarelcertificadoapartirdelTr 
a
ˊ
 mitedet 
ı
ˊ
 tulo,diplomaogradoacad 
e
ˊ
 mico.Elcostodeestecertificadoes400.00 en cualquier caja de la Universidad Veracruzana (arancel) o depósito bancario proporcionadas por la Secretaría Académica Regional de las Vice-Rectorías. Finalmente, los solicitantes podrán solicitar legalización del certificado del mismo día que trate de cumplir con los requisitos mencionados por la Entidad Académica (ficha de depósito) o el Portal Mi PaGo (comprobante de transferencia).",7.8,0.3274120533917901
5,Cual es el costo y forma de pago de mi certificado de estudios,Phi-3 Mini,"El costo del Certificado de Estudios es de $400.00 USD y puede pagarse utilizando cualquiger formas, como depositarlo directamente en cualquier caja de la Universidad Veracruzana según el arancel establecido por la entidad académica; o bien mediante depósito bancario con ayuda proporcionada en una ficha de depósito emitida también por la misma entidad. Otra opción es realizar transferencia electrónica a través del portal Mi Pago para comprobar el pago utilizando un documento que certifique dicha transacción, como el Comprobante de Transferencia.",11.58,0.4586809452861421
5,Cual es el costo y forma de pago de mi certificado de estudios,Mistral,El costo del Certificado de Estudios es de $ 400.00. Puedes pagar en cualquier caja de la Universidad Veracruzana (arancel) o a través de depósito bancario mediante hoja de ayuda proporcionada por la Entidad Académica (ficha de depósito) o transferencia electrónica a través del portal Mi Pago (comprobante de transferencia).,16.64,0.6346154223214621
5,Cual es el costo y forma de pago de mi certificado de estudios,OpenHermes,"El costo del Certificado de Estudios es de $400.00. Puedes pagar en cualquier caja de la Universidad Veracruzana (arancel) o hacer un depósito bancario mediante la hoja de ayuda proporcionada por la Entidad Académica o realizar una transferencia electrónica a través del portal Mi Pago, y presentar el comprobante de transferencia.",16.8,0.6240668593372846
5,Cual es el costo y forma de pago de mi certificado de estudios,Dolphin-Mistral,"El costo del Certificado de Estudios es de $400.00, y se puede pagar en cualquier caja de la Universidad Veracruzana o a través de depósito bancario. Para realizar el pago, se proporciona una hoja de ayuda para facilitar las transacciones financieras. También se puede hacer un pago electrónico mediante transferencia electrónica a través del portal Mi Pago, y en ese caso se solicita un comprobante de transferencia.

Para obtener más información o resolver dudas, puede ponerse en contacto con la Secretaría Académica Regional de las Vicerrectorías o enviar un correo electrónico a cgomez@uv.mx; mamedina@uv.mx.",21.68,0.4271874502397843
5,Cual es el costo y forma de pago de mi certificado de estudios,Zephyr,"El costo para obtener un Certificado de Estudios es de $400.00, y se puede pagar en cualquier caja de la Universidad Veracruzana (arancel), mediante una hoja de ayuda o un depósito bancario, según se indique en la ficha de depósito proporcionada por la Entidad Académica, o a través del portal Mi Pago con un comprobante de transferencia electrónica.",17.56,0.6166290676822269
5,Cual es el costo y forma de pago de mi certificado de estudios,LLaMA 3,"El costo del Certificado de Estudios es de $400.00. Puedes pagar este arancel de la siguiente manera:

En cualquier caja de la Universidad Veracruzana.
Haciendo un depósito bancario mediante una hoja de ayuda proporcionada por la Entidad Académica (ficha de depósito).
Realizando una transferencia electrónica a través del portal Mi Pago, con comprobante de transferencia.
Si tienes alguna duda o inquietud, puedes ponerse en contacto con la Secretaría de la entidad académica.",17.95,0.5678933596246517
6,Que debo de hacer para una reposición de mi credencial física ,TinyLLaMA,"Para solicitar la reposición de su credenza física, es necesario iniciar un trámite electrónico y pagar el costo de esta servicio. La fecha del último boletín oficial de los alumnos ingresados a la Universidad Veracruzana (UV), incluyendo los términos en el que se incluyen las dos cuotas (primer y último trimestre) y el resello, es el 24 de noviembre.

La repostación electrónica de la credencia lógica física (CRD) requiere una digitalización de la foto de identidad, de calidad, en formato jpg. Los recursos no tienen costo para los alumnos universitarios y se tomará la fotografía digital que envies (este trámite y tipo de credencial no tiene costo).

La reposición requiere que realices lo siguiente:

Realiza un trámite electrónico a través del formulario abajo, en la página oficial de UV.
Paza una foto digital de calidad en formato jpg de la imagen con tu CRD (nombre del archivar el material impreso al universidad, por ejemplo S18012345.jpg).
Paza otra foto digital de calidad, esta vez de calidad, que cumpla los siguientes requisitos:
Cuante sea la fotografía digital que envies (este trámite y tipo de credencial no tiene costo).
Este procedimiento requiere que realizar los siguientes pasos para poder solicitar la reposición de su CRD:

Paga por concepto de crédenza física electrónica, en tu cuenta de pago/tarjeta de pagos.
Paga por concepto de resello (consulta tabula de cuotas).
Entrega los arañales de pago en tu cuenta de pago/tarjeta de pagos.
Entrega los arañales de pago en tu facultad/entidad académica, para que gestionen la reposición de tu crédenza físicaelectrónica reemplazada por la nueva.
Realiza lo siguiente: el proceso se hace mediante la página oficial de UV y requiere que tengas una fotografía digital de calidad, con un archivo jpg de tu CRD (nombre del archivar el material impreso al universidad, por ejemplo S18012345.jpg).
Envia la foto de calidad digital a UV, mediante el formulario abajo o en la página oficial de UV.
Paza otra foto de calidad digital, esta vez de calidad, que cumpla los siguientes requisitos:
Cuante sea la fotografía digital que envies (este trámite y tipo de credencial no tiene costo).
El proceso se realiza automáticamente a través del sistema de repostación electrónica de UV.
Las restantes cuotas (primer y último trimestre) y el resello no incluyen costos, pero los alumnos universitarios pueden solicitarlos.

Respuesta en español:

Para solicitar la reposición de su crédenza física electrónica (CRD), primero se necesita iniciar un trámite electrónico y pagar el costo de esta servicio. El último boletín oficial de los alumnos ingresados a la Universidad Veracruzana (UV) incluyendo las dos cuotas (primer y último trimestre) y el resello, es el 24 de noviembre.

La reposición requiere una digitalización de la foto de identidad, de calidad, en formato jpg. Los recursos no tienen costo para los alumnos universitarios y se tomará la fotografía digital que envies (este trámite y tipo de crédenza física electrónica no tiene costo).

La reposición requiere que realices lo siguiente:

Realice un trámite electrónico a través del formulario abajo, en la página oficial de UV. 2. Paza una foto digital de calidad, de calidad, de una imagen con tu CRD (nombre del archivar el material impreso al universidad, por ejemplo S18012345físima .jpg). 3. Realiza lo siguiente:
Paza una foto digital en la fotografía de calificación física, gráfica y escripa para cualquier tipoas, como se debe tener aportado, ahorrasa. 9820/1/sea grácido, aquí/Una imagen: CUván para la fotográfica del archiv|programatic|93, de [¿a imadre y ¿suel, a uno de “sies e.ª iguas para una imagen para>acero, adicio. Acuador, así porce/cita de una cuenta/idámime: Preposed yécio!amp.<alía>.info envoes oneste",18.62,0.4179129743688068
6,Que debo de hacer para una reposición de mi credencial física ,Phi-3 Mini,"Para solicitar la reposición o resello de tu credencial física, debes realizar los siguientes pasos:

Realiza el pago por concepto de credential y sello (consulta tabulador de cuotas).
Realiza también el pago por concepto del re-resello si es necesario.
Entrega los aranceles pagados en tu facultad/entidad académica para que gestionen la reposición de tu credencial física.
En caso de robo o extravío, asegúrate de notificar inmediatamente al centro académico sobre el incidente y proporciona su información necesaria como nombre completo, número del registro universitario y otra identificación válida si es requerido (puede ser tu CURP o NSS).
Verifica que tiens derecho al Seguro Facultativo por parte de la Universidad Veracruzana; para ello debes ingresar a https://serviciosdigitales.imss.gob.mx/gestionAsegurados-web-externo/vigencia y realizar la comprobación pertinente, si no cuentas con dicho seguro, deberás tramitarlo en tu propia facultad o entidad académica para tener acceso a los servicios del IMSS.
Si estás embarazada, debes verificar que se aplique el beneficio especialmente designado al Seguro Facultativo si está incluido dentro de tus beneficios disponibles en la Universidad Veracruzana o consultado con tu entidad académica respectiva para asegurarte de tener cobertura.
Consulta sobre las restricciones y requisitos relacionados al uso y conservación de la credencial, como fotos personales legibles que representan adecuadamente tu identificación en los moldes físicos del certificado para evitar cualquier confusión o robo futuro.",23.97,0.4423169349327039
6,Que debo de hacer para una reposición de mi credencial física ,Mistral,"Pago por concepto de credencial (consultar tabulador de cuotas).
Pago por concepto de resello (consultar tabulador de cuotas).
Entrega los aranceles de pago (escaneados) en tu facultad/entidad académica, para que gestionen la reposición de tu credencial física",17.29,0.5672668090185046
6,Que debo de hacer para una reposición de mi credencial física ,OpenHermes,"Para realizar una reposición de su credencial física en caso de robo o extravío, el estudiante debe seguir los siguientes pasos:

Realice los pagos por concepto de credencial y resello, consultando los tabuladores de cuotas para verificar los costos correspondientes.
Entregue los aranceles de pago escaneados en su facultad o entidad académica, donde se gestionará la reposición de la credencial física.",18.87,0.4578919154545944
6,Que debo de hacer para una reposición de mi credencial física ,Dolphin-Mistral,"Para una reposición de su credencial física, debes realizar los siguientes pasos:

Pago por concepto de credencial (consultar tabulador de cuotas).
Pago por concepto de resello (consultar tabulador de cuotas).
Entrega los aranceles de pago (escaneados) en tu facultad/entidad académica, para que gestionen la reposición de tu credencial física.
Recuerda que es necesario tener un código QR o número de matrícula asignado para realizar esta operación.",20.25,0.5681708245382485
6,Que debo de hacer para una reposición de mi credencial física ,Zephyr,"Si perdiste o se robó tu credencial física de la Universidad Veracruzana debes seguir los siguientes pasos:

Pago del concepto de credencial (consulta el tabulador de cuotas).
Pago del concepto de resello (consulta el tabulador de cuotas).
Entrega de los comprobantes de pago (escaneados) en tu facultad/entidad académica, para que se encarguen de la reposición de tu credencial física.
Si necesitas actualizar tus datos debido a un reconocimiento de identidad sexual-genérica, consulta el procedimiento establecido en la Parte 2 de los lineamientos: https://www.uv.mx/uge/files/2024/11/Actualizacion-de-datos-por-reconocimiento-de-identidad-sexo-generica-nov24.pdf.

Para verificar la vigencia de los derechos, debes llevar a mano tu número de registro único (CURP), número de seguridad social (NSS) y un correo electrónico personal. Ingrese a la página del IMSS: https://serviciosdigitales.imss.gob.mx/gestionAsegurados-web-externo/vigencia, verifica que sí cuentes con derecho al Seguro Facultativo por parte de la UV en tu Constancia de Vigencia de Derechos y, si no lo tiene, deberá tramitar su alta.

Si tienes dudas sobre el Seguro de Salud para Estudiantes, consulta: https://www.gob.mx/afiliatealimss/articulos/preguntas-frecuentes-sobre-la-afiliacion-al-imss-para-estudiantes o http://www.imss.gob.mx/faq/seguro-estudiantes/pf.

No hay edad límite y el servicio tiene costo. En caso de que tu escuela no te registre, debes contactar al Coordinador Académico o la Secretaría General para que se encargue de tu registro. El Seguro Facultativo te cubre si estás embarazada y hay algunas restricciones, puedes consultarlos en: https://www.gob.mx/afiliatealimss/articulos/preguntas-frecuentes-sobre-la-afiliacion-al-imss-para-estudiantes.",48.11,0.4549949867802958
6,Que debo de hacer para una reposición de mi credencial física ,LLaMA 3,"Para realizar la reposición de tu credencial física, debes seguir los siguientes pasos:

Pago por concepto de credencial (consultar tabulador de cuotas).
Pago por concepto de resello (consultar tabulador de cuotas).
Entrega los aranceles de pago (escaneados) en tu facultad/entidad académica, para que gestionen la reposición de tu credencial física.
Recuerda que es importante que tengas a la mano tus documentos y archivos necesarios, como la CURP, Número de Seguridad Social (NSS) y un correo electrónico personal.",19.26,0.5659688149289659
